location,location_s,features,bath,bed,toilet,price,description,page,loc
badore ajah lagos,badore ajah lagos,2 bed 3 bath 3 toilet,3,2,3,650000,Specious 2 bedroom apartment all rooms ensuit with constant light and water supply located at palmwill estate badore ajah ... Cheap. New. All Room Ensuit. 24 Hours Electricity. Street Lights. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...,24,ajah
#NAME?,ado ajah lagos,2 bed 3 bath 3 toilet,3,2,3,650000,A specious newly built 2 bedroom apartment all rooms ensuit with constant light and clean water supply situated on a good road in Harmony estate owode ajah ... New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Children Play Ground. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Free Wifi. Security. Parking Space. Supermarket Nearby. 24 Hours Security. Fast Internet. ...,24,ajah
#NAME?,sangotedo ajah lagos,3 bed 3 bath 3 toilet,3,3,3,1200000,"TO LET! God’s Touch Apartments! (1). 3 Bedroom @floodgate Street, [Lagos Business School], Lekki-Ajah Rent 1.2m ... All Room Ensuit. 24 Hours Electricity. Parking Space. 24 Hours Security. Big Compound. ...",24,ajah
"fatai kaffo street,happy land estate olokonla ajah lagos","fatai kaffo street,happy land estate olokonla ajah lagos",3 bed 3 bath 4 toilet,3,3,4,1000000,"Nicely renovated 3bedroom flat with all room en suite and a visitor toilet,with enough parking space in the compound in a serene neighborhood with good security ... Renovated. Cheap. Dry. All Room Ensuit. Street Lights. 24 Hours Security. Big Compound. ...",24,ajah
badore ajah lagos,badore ajah lagos,2 bed 3 bath 3 toilet,3,2,3,650000,"A newly built specious 2 bedroom apartment all rooms ensuit, with constant light and clean water supply located in badore ajah. ... Cheap. New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Children Play Ground. Pop Ceiling. Cctv Cameras. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Drainage System. Survey. 24 Hours Security. Fast Internet. ...",24,ajah
ado ajah lagos,ado ajah lagos,1 bed 2 bath 2 toilet,2,1,2,600000,A tastefully finished specious room and parlour mini flat at Marshy Hill estate ado (skins) with state of the art finished with constant light and clean water supply on an interlocking good road. Good security ... New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Pop Ceiling. Cctv Cameras. Water Treatment. Security Doors. Big Compound. Free Wifi. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...,24,ajah
ado ajah lagos,ado ajah lagos,1 bed 1 bath 1 toilet,1,1,1,350000,Newly built single room Self-contained apartment with kitchen and toilet and constant water and light supply at marshy hill estate ... Cheap. New. Dry. All Room Ensuit. Security. 24 Hours Electricity. Street Lights. Parking Space. Supermarket Nearby. Pop Ceiling. Water Treatment. 24 Hours Security. Security Doors. Big Compound. Fast Internet. ...,24,ajah
badore ajah lagos,badore ajah lagos,2 bed 2 bath 3 toilet,2,2,3,900000,Newly Built 2 Bedroom Flat for rent @ Ajah - Badore Rent: *NGN 900k* (upstairs) Service charge: 100k (excluding power) Caution: 100k Agency: 10% Legal: 10% ... New. All Room Ensuit. Security. Parking Space. Drainage System. Pop Ceiling. Water Treatment. Big Compound. ...,24,ajah
mobil estate (emerald estate) ilaje ajah lagos,mobil estate (emerald estate) ilaje ajah lagos,4 bed 4 bath 5 toilet,4,4,5,2500000,4 bedroom Detached Duplex House for rent Mobil estate (Emerald Estate) Ilaje Ajah Lagos ... ...,25,ajah
badore ajah lagos,badore ajah lagos,1 bed 2 bath 2 toilet,2,1,2,500000,Tastefully finished room and parlour mini flat apartment with constant light and clean water located at seaside estate badore ajah ... Cheap. New. All Room Ensuit. 24 Hours Electricity. Street Lights. Children Play Ground. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...,25,ajah
badore ajah lagos,badore ajah lagos,1 bed 1 bath 1 toilet,1,1,1,270000,A tastefully finished sheared apartment self-contained with constant light and clean water located within palmwill estate (akins) ... Cheap. New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Pop Ceiling. Cctv Cameras. Water Treatment. Security Doors. Big Compound. Free Wifi. Security. Parking Space. Drainage System. 24 Hours Security. Fast Internet. ...,25,ajah
badore ajah lagos,badore ajah lagos,2 bed 3 bath 3 toilet,3,2,3,650000,Tastefully finished 2 bedroom apartment all rooms ensuit with constant light and clean water supply located at unity estate badore ajah ... Cheap. New. Dry. All Room Ensuit. Security. 24 Hours Electricity. Street Lights. Parking Space. Pop Ceiling. Water Treatment. 24 Hours Security. Security Doors. Big Compound. Fast Internet. ...,25,ajah
alasela ogombo ajah lagos,alasela ogombo ajah lagos,2 bed 2 bath 2 toilet,2,2,2,550000,Newly built two bedroom apartments Rent 550k Agency 60k Legal 60k Caution fee 30k Service charge 50k Location Abraham adesanye /ogombo ... New. All Room Ensuit. 24 Hours Electricity. Parking Space. 24 Hours Security. Big Compound. ...,25,ajah
emerald estate off mobil road ilaje ajah lagos,emerald estate off mobil road ilaje ajah lagos,5 bed 5 bath 6 toilet,5,5,6,2500000,"Luxury 5bedroom detached house with a room boys quarter off mobil road, emerald estate Ajah. Rent #2,500,000 ... Dry. All Room Ensuit. Boys Quater. Street Lights. Children Play Ground. Pop Ceiling. Cctv Cameras. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Drainage System. 24 Hours Security. ...",25,ajah
badore ajah lagos,badore ajah lagos,1 bed 2 bath 2 toilet,2,1,2,500000,A newly built room and parlour mini flat with constant light and clean water located in palmwill estate badore ajah ... Cheap. New. Dry. All Room Ensuit. Security. 24 Hours Electricity. Street Lights. Supermarket Nearby. Pop Ceiling. Water Treatment. 24 Hours Security. Security Doors. Big Compound. Fast Internet. ...,25,ajah
... badore ajah lagos,... badore ajah lagos,3 bed 4 bath 5 toilet,4,3,5,1200000,A specious 3 bedroom duplex apartment all rooms ensuit with constant light and water supply located at vina estate badore ajah ... Cheap. New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Children Play Ground. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...,25,ajah
ado ajah lagos,ado ajah lagos,1 bed 2 bath 2 toilet,2,1,2,450000,Room and parlour mini flat apartment with constant light and clean water supply located at amen view estate ado ... Cheap. New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Children Play Ground. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...,25,ajah
mobile ajah lagos,mobile ajah lagos,4 bed 4 bath 5 toilet,4,4,5,1700000,"Newly built 4bedroom duplex for rent location:ajah/mobile road rent:1.7 caution:100k legal:5% agent:10% a call to us will definitely end your search for a house for further enquires, specific request and arrangements for physical inspections, kindly send us a screenshot or the link ... New. Dry. All Room Ensuit. 24 Hours Electricity. Restaurants Nearby. Parking Space. Children Play Ground. Drainage System. Water Treatment. Printing Service. 24 Hours Security. Big Compound. Church Nearby. ...",25,ajah
greenville estate badore ajah lagos,greenville estate badore ajah lagos,3 bed 3 bath 4 toilet,3,3,4,700000,"Beautiful and spacious 3bedroom Flat with 4toilet, 3bath at odunmayew street, greetings estate badge, Ajah. Rent #700,000 ... Renovated. All Room Ensuit. Security. Parking Space. Drainage System. Pop Ceiling. Water Treatment. Security Doors. Big Compound. ...",25,ajah
lekki scheme 2 ajah lagos,lekki scheme 2 ajah lagos,4 bed 4 bath 5 toilet,4,4,5,3000000,Spacious 4 Bedroom Detached Duplex + Bq + 2 Sitting Rooms + Study Room For rent @ Ajah - Lekki Scheme 2 Rental fee: NGN 3m (negotiable) Agency: 10% Legal: 10% ... All Room Ensuit. Boys Quater. Pop Ceiling. Big Compound. ...,25,ajah
#NAME?,badore ajah lagos,1 bed 2 bath 2 toilet,2,1,2,500000,A specious newly built room and parlour mini flat at palmwill estate (remlek) badore with constant light and clean water supply situated on a good road ... New. Dry. All Room Ensuit. Security. 24 Hours Electricity. Street Lights. Drainage System. Pop Ceiling. Water Treatment. 24 Hours Security. Security Doors. Big Compound. Fast Internet. ...,25,ajah
lekki scheme 2 ajah lagos,lekki scheme 2 ajah lagos,4 bed 4 bath 5 toilet,4,4,5,2500000,Brand New 4 Bedroom Semi Detached Duplex + 2 Bedroom BQ. Rent: NGN 2.5 m Agency: 10% Legal: 5% ... New. All Room Ensuit. Boys Quater. Drainage System. Pop Ceiling. Water Treatment. Big Compound. ...,25,ajah
lekki scheme 2 ajah lagos,lekki scheme 2 ajah lagos,3 bed 3 bath 4 toilet,3,3,4,1500000,Well Maintained 3 Bedroom Flat + BQ for rent @ Ajah - Lekki Scheme 2 Rental fee: NGN 1.5m Caution Fee: NGN 400k Service Charge: NGN 200k Agency: 10% Legal: 10% ... All Room Ensuit. Boys Quater. Security. Parking Space. Pop Ceiling. Water Treatment. Big Compound. ...,25,ajah
.. sangotedo ajah lagos,.. sangotedo ajah lagos,3 bed 3 bath 4 toilet,3,3,4,800000,"Well built 3 bedroom flat in an estate sangotedo Rent 800,000 Caution 80,000 Agency 10% Agreement 10% A call to us will end your search immediately FOR FURTHER ENQUIRES, SPECIFIC REQUEST AND ARRANGEMENTS FOR PHYSICAL INSPECTIONS, KINDLY SEND US A ... Dry. Street Lights. Restaurants Nearby. Children Play Ground. Drainage System. Big Compound. Church Nearby. ...",25,ajah
badore ajah lagos,badore ajah lagos,2 bed 3 bath 3 toilet,3,2,3,650000,Tastefully finished 2 bedroom apartment with constant light and water supply at Greenville estate badore ajah ... New. Dry. All Room Ensuit. Security. 24 Hours Electricity. Street Lights. Supermarket Nearby. Pop Ceiling. Water Treatment. 24 Hours Security. Security Doors. Big Compound. Fast Internet. ...,25,ajah
mobil estate (emerald estate) ilaje ajah lagos,mobil estate (emerald estate) ilaje ajah lagos,4 bed 4 bath 5 toilet,4,4,5,2500000,4 bedroom Detached Duplex House for rent Mobil estate (Emerald Estate) Ilaje Ajah Lagos ... ...,25,ajah
badore ajah lagos,badore ajah lagos,2 bed 3 bath 3 toilet,3,2,3,750000,A newly built 2 Bedroom Apartment all rooms ensuit with constant light and water supply and 24hr security surveillance.. ... Cheap. New. All Room Ensuit. Security. 24 Hours Electricity. Street Lights. Parking Space. Supermarket Nearby. Pop Ceiling. Water Treatment. 24 Hours Security. Security Doors. Big Compound. Fast Internet. ...,26,ajah
badore ajah lagos,badore ajah lagos,2 bed 3 bath 3 toilet,3,2,3,650000,A specious 2 bedroom apartment all rooms ensuit with constant light and water supply located at rock stone estate badore ajah ... Cheap. New. All Room Ensuit. 24 Hours Electricity. Street Lights. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...,26,ajah
badore ajah lagos,badore ajah lagos,1 bed 2 bath 2 toilet,2,1,2,500000,A Specious room and parlour mini flat apartment with constant light and water supply located at palmwill estate badore ... New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...,26,ajah
badore ajah lagos,badore ajah lagos,1 bed 1 bath 1 toilet,1,1,1,300000,A specious single room self-contained apartment at Greenville estate badore with kitchen and toilets inside. With constant and water supply ... New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Free Wifi. Security. Parking Space. Supermarket Nearby. 24 Hours Security. Fast Internet. ...,26,ajah
ado ajah lagos,ado ajah lagos,4 bed 4 bath 5 toilet,4,4,5,2700000,Newly Built 4 Bedroom Detached Duplex + BQ For Lease @ Ajah - Ado  Rental Fee: *NGN 2.7m* Caution Fee: NGN 200k Agency: 10% Legal: 10% ... New. All Room Ensuit. Boys Quater. Security. Pop Ceiling. Water Treatment. 24 Hours Security. Big Compound. ...,26,ajah
#NAME?,sangotedo ajah lagos,3 bed 3 bath 4 toilet,3,3,4,700000,"Exquisite 3 bedroom apartment Rent for 3 Bedrooms - 700k Security 11k Caution 30k Legal and agency 10% each A call to us will end your search immediately FOR FURTHER ENQUIRES, SPECIFIC REQUEST AND ARRANGEMENTS FOR PHYSICAL INSPECTIONS, ... Dry. Children Play Ground. Drainage System. Big Compound. Church Nearby. ...",26,ajah
awoyaya ajah lagos,awoyaya ajah lagos,3 bed 3 bath 4 toilet,3,3,4,1300000,FEATURES: - All Bedrooms En suite with Water Heaters - Fully Fitted Kitchen with Cabinets - Marble Tiles - Wardrobes - P.O.P ceiling - Dining - Serene Environment - Ample Parking Space. ... Serviced. New. All Room Ensuit. Boys Quater. Security. Street Lights. Parking Space. Pop Ceiling. Water Treatment. 24 Hours Security. Security Doors. Big Compound. ...,26,ajah
ado ajah lagos,ado ajah lagos,1 bed 2 bath 2 toilet,2,1,2,400000,Specious room and parlour mini flat apartment with constant light and clean water supply located at marshy hill estate ado ajah ... Cheap. New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...,26,ajah
greenville estate badore ajah lagos,greenville estate badore ajah lagos,2 bed 2 bath 3 toilet,2,2,3,850000,Beautifully built brand new 2bedroom flat with enough parking space with executive finishing. Rent #850k ... New. All Room Ensuit. Security. Parking Space. Pop Ceiling. Water Treatment. 24 Hours Security. Security Doors. Big Compound. ...,26,ajah
#NAME?,badore ajah lagos,1 bed 1 bath 1 toilet,1,1,1,250000,"A tastefully finished single room self contain sheared apartment with latest state of the art finished, all rooms ensuit and shearing only kitchen with constant light and water supply located Greenville estate badore ajah ... Furnished. Cheap. New. Dry. All Room Ensuit. 24 Hours Electricity. Street Lights. Pop Ceiling. Water Treatment. Security Doors. Big Compound. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...",26,ajah
ajah lagos,ajah lagos,4 bed 4 bath 5 toilet,4,4,5,2000000,"Sweetly built and affordable 4 bedroom detached house for rent in a secured estate. Location:Ajah/Ado road Rent: 2m, Two years 3m Legal:5% Agent:10% A call to us will definitely end your search for a house FOR FURTHER ENQUIRES, SPECIFIC REQUEST AND ... Cheap. Dry. Security. Street Lights. Restaurants Nearby. Parking Space. Children Play Ground. Supermarket Nearby. Drainage System. Pop Ceiling. Water Treatment. Church Nearby. ...",26,ajah
abraham adesanya estate ajah lagos,abraham adesanya estate ajah lagos,3 bed 3 bath 3 toilet,3,3,3,1500000,3bedroom service Apartment with swimming pool to let Rent:1.5 Caution 150k S/C 400k Agent/legal 10% each. Location: Abraham Adesunya/ Ajah ... All Room Ensuit. Swimming Pool. 24 Hours Electricity. Parking Space. 24 Hours Security. Big Compound. ...,26,ajah
badore ajah lagos,badore ajah lagos,1 bed 2 bath 2 toilet,2,1,2,600000,"Newly built tastefully finished and Specious room and parlour mini flat Duplex with state of art finished with constant light, water supply and good road located at unity estate badore ajah ... Furnished. New. All Room Ensuit. 24 Hours Electricity. Street Lights. Pop Ceiling. Cctv Cameras. Water Treatment. Security Doors. Big Compound. Free Wifi. Security. Parking Space. Supermarket Nearby. Drainage System. 24 Hours Security. Fast Internet. ...",26,ajah
